<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.08.24	03:00:00	3318.49800	3346.62000	3290.51600	3307.15900	2607	0	331100
2021.08.24	04:00:00	3307.67900	3310.30600	3279.71700	3290.12600	2385	0	328400
2021.08.24	05:00:00	3289.99600	3304.65200	3287.40900	3302.41400	1741	0	330200
2021.08.24	06:00:00	3302.41400	3322.65400	3302.35400	3320.69500	1417	0	362800
2021.08.24	07:00:00	3320.69500	3337.64900	3312.68400	3331.67400	1898	0	357800
2021.08.24	08:00:00	3331.67400	3341.08500	3325.33100	3330.20600	1460	0	335700
2021.08.24	09:00:00	3330.20600	3347.65800	3319.97600	3346.30000	1707	0	332500
2021.08.24	10:00:00	3346.30000	3354.46200	3337.07900	3343.29300	1277	0	361300
2021.08.24	11:00:00	3343.29300	3349.61700	3328.43800	3330.35600	1683	0	333600
2021.08.24	12:00:00	3330.35600	3333.40300	3315.74000	3321.57500	1345	0	390600
2021.08.24	13:00:00	3321.57500	3338.34800	3303.77200	3304.76100	2025	0	356600
2021.08.24	14:00:00	3304.76100	3321.02500	3294.90100	3319.67700	1870	0	331800
2021.08.24	15:00:00	3319.67700	3320.68500	3295.70100	3314.21200	2039	0	330000
2021.08.24	16:00:00	3314.17200	3316.54000	3240.47600	3246.89900	3083	0	324400
2021.08.24	17:00:00	3246.89900	3251.37000	3216.78000	3235.20100	2821	0	323700
2021.08.24	18:00:00	3234.95100	3241.51500	3198.81700	3208.64800	2696	0	320300
2021.08.24	19:00:00	3208.64800	3208.64800	3145.17100	3165.05100	3899	0	314800
2021.08.24	20:00:00	3165.05100	3197.78900	3157.83900	3175.37100	2978	0	316400
2021.08.24	21:00:00	3174.81200	3189.68000	3160.94200	3185.45100	5710	0	316900
2021.08.24	22:00:00	3185.45100	3226.61000	3166.83000	3214.68800	7952	0	317400
2021.08.24	23:00:00	3215.07700	3217.40900	3185.15100	3213.13300	3925	0	318900
2021.08.25	00:00:00	3213.13300	3216.73100	3174.32200	3194.72200	1981	0	318100
2021.08.25	01:00:00	3194.72200	3221.76500	3187.40900	3211.97400	1927	0	319500
2021.08.25	02:00:00	3211.97400	3215.20100	3163.93200	3167.82900	2530	0	317000
2021.08.25	03:00:00	3167.44900	3210.10600	3165.67100	3192.23400	2743	0	317600
2021.08.25	04:00:00	3192.23400	3201.09500	3165.28100	3200.83500	2323	0	318600
2021.08.25	05:00:00	3200.83500	3212.77400	3187.80900	3202.31400	2104	0	320600
2021.08.25	06:00:00	3202.31400	3203.94200	3170.13600	3171.82500	2046	0	318100
2021.08.25	07:00:00	3171.82500	3188.81700	3156.96900	3172.31400	2132	0	316100
2021.08.25	08:00:00	3172.31400	3213.47300	3170.82600	3208.52800	2024	0	318400
2021.08.25	09:00:00	3208.52800	3218.95700	3196.80000	3197.80800	1982	0	328800
2021.08.25	10:00:00	3197.80800	3208.63800	3170.81600	3180.40600	1921	0	317500
2021.08.25	11:00:00	3180.40600	3184.45200	3098.05800	3100.27600	3301	0	310600
2021.08.25	12:00:00	3100.27600	3116.39000	3076.92000	3094.90200	3129	0	308000
2021.08.25	13:00:00	3094.60200	3127.88800	3090.92500	3121.33500	2324	0	348200
2021.08.25	14:00:00	3121.33500	3139.84700	3110.18600	3136.54000	1981	0	321800
2021.08.25	15:00:00	3136.54000	3152.38400	3111.00500	3147.18900	2140	0	311600
2021.08.25	16:00:00	3147.18900	3156.54000	3119.42700	3129.66700	2212	0	312400
2021.08.25	17:00:00	3129.66700	3187.96800	3099.56700	3184.27200	2922	0	311300
2021.08.25	18:00:00	3184.27200	3220.02600	3170.59600	3213.65300	2491	0	317900
2021.08.25	19:00:00	3213.65300	3225.45100	3199.30700	3211.82400	2326	0	322700
2021.08.25	20:00:00	3211.82400	3235.75100	3197.79900	3220.93500	2029	0	323600
2021.08.25	21:00:00	3221.46500	3235.93000	3216.77000	3227.53900	1698	0	359100
2021.08.25	22:00:00	3228.07800	3244.74200	3200.56600	3212.40400	1972	0	320500
2021.08.25	23:00:00	3212.40400	3235.76100	3195.10100	3204.88100	2016	0	321900
2021.08.26	00:00:00	3204.88100	3221.30500	3201.06500	3220.18600	1818	0	320500
2021.08.26	01:00:00	3220.18600	3235.30100	3207.46900	3214.71200	1975	0	341800
2021.08.26	02:00:00	3214.71200	3233.64300	3204.22200	3223.64300	1794	0	341300
2021.08.26	03:00:00	3223.64300	3246.74000	3205.11100	3242.58400	2408	0	322200
2021.08.26	04:00:00	3242.58400	3246.29000	3207.10900	3207.31900	2102	0	354400
2021.08.26	05:00:00	3207.31900	3219.32700	3204.21200	3210.09600	1710	0	321600
2021.08.26	06:00:00	3210.18600	3211.77500	3137.58900	3145.64100	3572	0	314300
2021.08.26	07:00:00	3145.74100	3162.29400	3133.31300	3155.16100	6763	0	313800
2021.08.26	08:00:00	3155.18100	3164.60500	3103.37300	3116.72000	5532	0	311000
2021.08.26	09:00:00	3116.76000	3129.41200	3086.12000	3088.81800	5293	0	309500
2021.08.26	10:00:00	3088.67800	3116.69000	3059.89700	3101.53500	2927	0	306200
2021.08.26	11:00:00	3101.53500	3113.57300	3082.59400	3097.41900	2697	0	308700
2021.08.26	12:00:00	3097.41900	3107.13900	3078.92700	3080.97500	2335	0	309800
2021.08.26	13:00:00	3080.97500	3106.82000	3071.83500	3096.73000	2450	0	307600
2021.08.26	14:00:00	3096.73000	3115.30100	3083.26300	3084.45200	2601	0	324400
2021.08.26	15:00:00	3084.45200	3127.85900	3050.01600	3095.81100	3219	0	305800
2021.08.26	16:00:00	3095.81100	3127.61900	3090.67600	3122.54400	2738	0	309800
2021.08.26	17:00:00	3122.54400	3144.74200	3104.32200	3113.97200	2741	0	313800
2021.08.26	18:00:00	3113.97200	3130.85600	3091.49500	3101.50500	2516	0	310400
2021.08.26	19:00:00	3101.50500	3116.36000	3072.42400	3108.12800	2812	0	307800
2021.08.26	20:00:00	3107.84900	3123.19300	3104.95100	3109.00700	2216	0	340000
2021.08.26	21:00:00	3109.00700	3130.68600	3090.51600	3119.77700	2260	0	312400
2021.08.26	22:00:00	3119.25700	3122.86400	3092.16400	3105.45100	2079	0	334000
2021.08.26	23:00:00	3105.60100	3119.86700	3101.21500	3114.81200	1982	0	311600
2021.08.27	00:00:00	3114.81200	3136.85000	3114.81200	3133.03300	1789	0	367500
2021.08.27	01:00:00	3133.03300	3143.75300	3116.54000	3122.53400	2133	0	347000
2021.08.27	02:00:00	3122.22400	3134.45200	3086.08000	3089.64700	2124	0	309200
2021.08.27	03:00:00	3089.64700	3111.21500	3057.22900	3110.18600	3131	0	306300
2021.08.27	04:00:00	3110.18600	3141.42500	3109.61700	3117.08900	2588	0	312500
2021.08.27	05:00:00	3117.08900	3131.08500	3105.60100	3106.45000	1913	0	336300
2021.08.27	06:00:00	3106.37000	3110.45600	3079.47700	3090.93500	2262	0	308500
2021.08.27	07:00:00	3090.93500	3103.90200	3072.72400	3098.92700	2355	0	308400
2021.08.27	08:00:00	3098.92700	3116.01000	3094.63200	3107.94800	1994	0	336400
2021.08.27	09:00:00	3107.94800	3114.27200	3098.67800	3105.34100	1851	0	354200
2021.08.27	10:00:00	3105.34100	3126.81000	3088.66800	3123.80300	2377	0	311400
2021.08.27	11:00:00	3123.80300	3126.49000	3103.46300	3109.37700	1941	0	311400
2021.08.27	12:00:00	3109.37700	3116.87000	3099.59700	3108.87800	1587	0	339500
2021.08.27	13:00:00	3108.87800	3119.97600	3106.89000	3117.58900	1731	0	311500
2021.08.27	14:00:00	3117.43900	3170.35600	3113.42300	3152.88300	2253	0	314600
2021.08.27	15:00:00	3152.88300	3163.46300	3143.47300	3152.87300	1735	0	315700
2021.08.27	16:00:00	3152.97300	3168.21800	3130.82600	3162.52400	2088	0	313500
2021.08.27	17:00:00	3162.52400	3238.44800	3156.81000	3224.77200	2682	0	318100
2021.08.27	18:00:00	3225.55100	3246.12500	3219.98600	3235.07100	2237	0	322800
2021.08.27	19:00:00	3235.07100	3245.37100	3216.97900	3228.76800	1845	0	323500
2021.08.27	20:00:00	3228.76800	3240.91500	3226.77000	3229.44700	1565	0	415500
2021.08.27	21:00:00	3229.44700	3236.38000	3224.16200	3226.71000	1446	0	354500
2021.08.27	22:00:00	3226.71000	3240.23600	3221.37500	3229.50700	1424	0	322700
2021.08.27	23:00:00	3229.11700	3271.44500	3219.39700	3259.13700	1989	0	324200
2021.08.30	00:00:00	3232.76400	3244.00200	3211.65500	3238.39800	1303	0	321800
2021.08.30	01:00:00	3238.39800	3253.73300	3229.76700	3232.56400	1820	0	369900
2021.08.30	02:00:00	3232.56400	3243.36300	3218.13800	3220.24600	1694	0	338000
2021.08.30	03:00:00	3220.24600	3226.47000	3179.64700	3187.57900	1949	0	318700
2021.08.30	04:00:00	3187.33900	3220.47600	3183.92200	3202.06400	1607	0	319400
2021.08.30	05:00:00	3202.15400	3213.69300	3189.66700	3192.58400	1534	0	319500
2021.08.30	06:00:00	3192.23400	3195.22100	3140.11600	3158.46800	1949	0	314600
2021.08.30	07:00:00	3158.46800	3169.09700	3142.68400	3160.77600	1893	0	316000
2021.08.30	08:00:00	3160.77600	3172.46400	3152.59400	3166.73000	1522	0	316700
2021.08.30	09:00:00	3166.73000	3173.47300	3147.15900	3165.76100	1769	0	315100
2021.08.30	10:00:00	3165.76100	3182.95300	3156.97900	3176.93900	1567	0	316900
2021.08.30	11:00:00	3176.93900	3200.08600	3171.38500	3190.89500	1271	0	331600
2021.08.30	12:00:00	3190.89500	3194.49200	3175.30100	3177.70900	1272	0	337700
2021.08.30	13:00:00	3177.44900	3192.72400	3174.22200	3188.66800	1286	0	343100
2021.08.30	14:00:00	3188.67800	3191.09500	3162.97300	3183.82200	1538	0	318500
2021.08.30	15:00:00	3183.82200	3185.73100	3150.96500	3155.80100	2015	0	315800
2021.08.30	16:00:00	3155.80100	3176.39000	3146.34000	3173.81300	1969	0	316000
2021.08.30	17:00:00	3173.81300	3180.77600	3160.83600	3165.83100	1608	0	340800
2021.08.30	18:00:00	3165.83100	3221.03500	3163.12300	3213.93200	1666	0	317300
2021.08.30	19:00:00	3214.12200	3265.59100	3210.54600	3265.59100	1701	0	393800
2021.08.30	20:00:00	3265.59100	3289.26700	3252.48400	3286.81900	1651	0	328900
2021.08.30	21:00:00	3286.81900	3321.37500	3275.02100	3320.66600	1759	0	328100
2021.08.30	22:00:00	3320.66600	3339.61700	3295.21100	3337.81800	2709	0	330600
2021.08.30	23:00:00	3337.81800	3343.83200	3320.95500	3336.32000	2165	0	332800
2021.08.31	00:00:00	3336.13000	3337.81800	3304.80100	3328.23800	1767	0	331000
2021.08.31	01:00:00	3328.23800	3335.80000	3271.26500	3280.55600	2205	0	327600
2021.08.31	02:00:00	3280.55600	3280.84500	3208.39800	3225.31100	2638	0	321300
2021.08.31	03:00:00	3225.31100	3245.75100	3185.99000	3211.11500	2633	0	319200
2021.08.31	04:00:00	3211.11500	3221.58500	3200.63600	3212.33400	1796	0	320800
2021.08.31	05:00:00	3212.33400	3225.03100	3198.79800	3216.19000	1732	0	321000
2021.08.31	06:00:00	3216.19000	3241.12500	3211.78500	3234.54200	1653	0	321800
2021.08.31	07:00:00	3234.54200	3248.75700	3219.75700	3225.59100	1801	0	322300
2021.08.31	08:00:00	3225.59100	3239.51700	3220.60600	3234.27200	1568	0	322500
2021.08.31	09:00:00	3234.27200	3247.67900	3221.85400	3229.36700	1685	0	322700
2021.08.31	10:00:00	3229.36700	3365.18100	3211.97400	3354.78100	2759	0	321700
2021.08.31	11:00:00	3354.78100	3366.62000	3332.63400	3342.87300	2325	0	334000
2021.08.31	12:00:00	3342.87300	3349.18700	3315.12100	3331.65500	2215	0	332100
2021.08.31	13:00:00	3331.65500	3352.99300	3307.24900	3329.05700	2200	0	331300
2021.08.31	14:00:00	3328.68700	3435.40100	3317.92800	3426.13000	2821	0	337700
2021.08.31	15:00:00	3426.13000	3433.81200	3395.59100	3410.77500	2452	0	340600
2021.08.31	16:00:00	3412.22400	3440.41600	3404.37200	3428.23800	2351	0	341400
2021.08.31	17:00:00	3428.23800	3467.13400	3368.74700	3374.97100	3007	0	337500
2021.08.31	18:00:00	3374.97100	3396.24000	3362.45400	3383.01300	2921	0	336800
2021.08.31	19:00:00	3382.68300	3409.52700	3371.62500	3382.93300	2632	0	338500
2021.08.31	20:00:00	3382.94300	3390.09600	3337.64900	3361.59500	2395	0	334300
2021.08.31	21:00:00	3361.59500	3413.07300	3353.78200	3409.68600	2112	0	336200
2021.08.31	22:00:00	3409.68600	3419.13700	3391.44500	3411.58500	1709	0	339700
2021.08.31	23:00:00	3411.02500	3423.63900	3379.70600	3387.45900	2139	0	338400
2021.09.01	00:00:00	3387.38900	3431.82400	3373.62300	3397.75800	2264	0	338300
2021.09.01	01:00:00	3397.75800	3411.35500	3367.83800	3408.67700	2141	0	338100
2021.09.01	02:00:00	3408.35800	3441.54500	3396.60900	3425.90000	2018	0	341600
2021.09.01	03:00:00	3425.90000	3441.54500	3388.76700	3395.53100	2711	0	339700
2021.09.01	04:00:00	3395.53100	3433.00300	3378.83700	3421.54500	2476	0	338600
2021.09.01	05:00:00	3421.53500	3442.40400	3410.87500	3417.27900	2209	0	341600
2021.09.01	06:00:00	3417.27900	3441.46500	3405.66000	3439.44700	2019	0	342300
2021.09.01	07:00:00	3439.97600	3457.52900	3424.79100	3457.52900	2078	0	344400
2021.09.01	08:00:00	3457.52900	3528.14800	3451.05500	3521.96400	2470	0	346700
2021.09.01	09:00:00	3521.96400	3529.52600	3502.40400	3516.48000	2086	0	350800
2021.09.01	10:00:00	3516.48000	3540.29600	3498.11800	3514.46200	2079	0	350200
2021.09.01	11:00:00	3514.46200	3533.43300	3508.99700	3528.44800	2074	0	352300
2021.09.01	12:00:00	3528.44800	3554.43200	3522.87300	3535.59000	2183	0	352700
2021.09.01	13:00:00	3535.59000	3548.41800	3518.47800	3540.43600	1836	0	352500
2021.09.01	14:00:00	3540.43600	3552.63300	3522.69300	3527.33900	1874	0	352800
2021.09.01	15:00:00	3527.45900	3540.92500	3513.52200	3532.47300	2011	0	352000
2021.09.01	16:00:00	3532.47300	3548.55700	3514.07200	3531.17500	1942	0	351900
2021.09.01	17:00:00	3531.17500	3562.74300	3525.39100	3526.46000	1857	0	353600
2021.09.01	18:00:00	3526.46000	3580.90500	3525.96000	3576.96900	1835	0	354400
2021.09.01	19:00:00	3576.96900	3768.84100	3573.38300	3737.03900	5345	0	358800
2021.09.01	20:00:00	3737.82800	3741.92100	3678.00800	3689.42600	3031	0	369100
2021.09.01	21:00:00	3689.42600	3719.37600	3686.33900	3693.40200	2179	0	370100
2021.09.01	22:00:00	3693.40200	3717.83600	3690.30600	3709.38600	2218	0	369800
2021.09.01	23:00:00	3709.38600	3737.13900	3706.29000	3725.28000	1925	0	372500
2021.09.02	00:00:00	3725.28000	3778.50700	3723.19300	3764.94100	1952	0	374000
2021.09.02	01:00:00	3764.94100	3793.17300	3748.10800	3758.11800	2265	0	376100
2021.09.02	02:00:00	3758.11800	3837.20800	3756.43900	3823.43200	2343	0	377200
2021.09.02	03:00:00	3823.43200	3832.10400	3765.73000	3775.27000	2535	0	377500
2021.09.02	04:00:00	3774.94100	3798.28700	3748.80700	3766.27900	2579	0	375600
2021.09.02	05:00:00	3767.72800	3778.06800	3731.42400	3738.00800	2546	0	373800
2021.09.02	06:00:00	3738.00800	3764.81100	3736.50900	3759.54600	2156	0	375300
2021.09.02	07:00:00	3759.54600	3765.81000	3739.09700	3755.84000	1841	0	420400
2021.09.02	08:00:00	3755.84000	3766.22000	3746.65900	3754.67100	1627	0	415300
2021.09.02	09:00:00	3754.67100	3764.58100	3723.99200	3749.85600	2050	0	373200
2021.09.02	10:00:00	3749.85600	3766.94900	3717.64800	3730.08600	2316	0	374900
2021.09.02	11:00:00	3729.95600	3751.22500	3726.70900	3742.20400	1823	0	418800
2021.09.02	12:00:00	3742.20400	3748.41700	3721.37400	3734.76100	1814	0	373300
2021.09.02	13:00:00	3734.76100	3760.71500	3722.26400	3754.84100	1720	0	372900
2021.09.02	14:00:00	3754.84100	3763.79200	3740.50500	3756.84900	1484	0	375400
2021.09.02	15:00:00	3756.84900	3791.19500	3754.24200	3771.30400	2158	0	376500
2021.09.02	16:00:00	3771.30400	3799.12800	3760.39500	3789.60600	1996	0	378100
2021.09.02	17:00:00	3789.60600	3829.96600	3748.51700	3760.65500	3494	0	375500
2021.09.02	18:00:00	3760.65500	3773.00300	3736.28900	3752.54300	2298	0	374200
2021.09.02	19:00:00	3752.54300	3787.54800	3751.24500	3778.20800	2018	0	376200
2021.09.02	20:00:00	3778.20800	3800.59500	3763.99200	3795.02100	1832	0	376900
2021.09.02	21:00:00	3794.95100	3803.86200	3756.07000	3774.21200	1896	0	376200
2021.09.02	22:00:00	3774.44100	3786.74900	3765.64000	3780.10600	1621	0	377500
2021.09.02	23:00:00	3780.10600	3806.99900	3773.22300	3803.69200	1810	0	377900
2021.09.03	00:00:00	3803.69200	3826.89900	3796.94900	3825.90000	1703	0	381000
2021.09.03	01:00:00	3825.90000	3826.16000	3788.99700	3799.82600	1765	0	379400
2021.09.03	02:00:00	3799.82600	3799.82600	3775.91000	3781.27400	1626	0	378400
2021.09.03	03:00:00	3781.27400	3800.04600	3719.42600	3726.71900	2318	0	372400
2021.09.03	04:00:00	3726.71900	3740.32500	3705.99000	3738.34700	2363	0	371100
2021.09.03	05:00:00	3738.34700	3771.85400	3733.29200	3769.34600	2099	0	374000
2021.09.03	06:00:00	3769.34600	3811.87400	3762.64300	3803.26200	1945	0	377200
2021.09.03	07:00:00	3803.26200	3820.42500	3792.95300	3806.57900	1855	0	380500
2021.09.03	08:00:00	3806.57900	3813.79200	3783.74200	3793.53200	1957	0	275100
2021.09.03	09:00:00	3793.53200	3809.05100	3775.11100	3788.03800	1577	0	4900
2021.09.03	10:00:00	3788.03800	3809.06700	3777.54800	3792.50300	1950	0	378200
2021.09.03	11:00:00	3793.36200	3892.54300	3786.27900	3885.88000	2667	0	380400
2021.09.03	12:00:00	3885.88000	3969.05500	3874.12200	3962.75300	3229	0	387900
2021.09.03	13:00:00	3962.75300	3977.00900	3923.66200	3945.44000	2544	0	393000
2021.09.03	14:00:00	3945.44000	3960.02600	3918.84700	3949.53600	2444	0	392300
2021.09.03	15:00:00	3949.53600	3975.01100	3921.27400	3946.78900	2632	0	394700
2021.09.03	16:00:00	3946.78900	3962.36300	3937.82800	3959.70600	2174	0	394400
2021.09.03	17:00:00	3959.70600	4026.05000	3941.62800	3975.79000	4092	0	395500
2021.09.03	18:00:00	3975.79000	3979.33700	3950.04600	3964.03200	2222	0	395800
2021.09.03	19:00:00	3964.70100	3981.38900	3951.03500	3965.84000	1835	0	396000
2021.09.03	20:00:00	3965.84000	3980.05800	3951.48600	3961.66000	4836	0	395400
2021.09.03	21:00:00	3961.58300	3961.86400	3929.78200	3950.38500	5073	0	393500
2021.09.03	22:00:00	3950.38500	3951.37300	3924.49400	3939.89600	4399	0	392700
2021.09.03	23:00:00	3939.89600	3940.06500	3902.37300	3914.83500	2751	0	391100
2021.09.06	00:00:00	3965.41000	3975.99000	3933.77200	3948.26700	1864	0	394100
2021.09.06	01:00:00	3948.26700	3950.94500	3926.32900	3943.34200	1577	0	393900
2021.09.06	02:00:00	3943.34200	3960.19500	3936.05000	3946.37900	1622	0	395500
2021.09.06	03:00:00	3946.24900	3957.96800	3920.07600	3926.56900	1895	0	393600
2021.09.06	04:00:00	3926.56900	3931.89000	3909.77600	3926.10400	4357	0	391500
2021.09.06	05:00:00	3926.10400	3926.10400	3913.67000	3916.02500	3650	0	391600
2021.09.06	06:00:00	3916.00500	3932.37300	3896.85000	3902.04700	2527	0	390000
2021.09.06	07:00:00	3902.04700	3921.37400	3895.45100	3918.07800	3209	0	390000
2021.09.06	08:00:00	3918.06800	3928.01800	3904.60100	3927.50800	1316	0	392400
2021.09.06	09:00:00	3927.48800	3939.04700	3923.20200	3929.06700	1363	0	393900
2021.09.06	10:00:00	3929.12600	3949.26600	3923.15200	3939.81600	1247	0	427100
2021.09.06	11:00:00	3939.81600	3966.02000	3935.16000	3955.05000	1529	0	414800
2021.09.06	12:00:00	3955.05000	3960.57500	3937.91800	3952.44300	1459	0	394500
2021.09.06	13:00:00	3952.44300	3956.26200	3934.24100	3943.70200	1420	0	394200
2021.09.06	14:00:00	3943.70200	3950.65000	3896.27900	3899.65600	2185	0	390400
2021.09.06	15:00:00	3899.65600	3911.75400	3866.64200	3899.91600	3259	0	387300
2021.09.06	16:00:00	3899.91600	3915.05100	3885.11100	3911.69400	1633	0	439700
2021.09.06	17:00:00	3912.13300	3938.13700	3907.37800	3935.83000	1656	0	467400
2021.09.06	18:00:00	3935.83000	3941.04500	3918.67700	3921.04500	1476	0	392700
2021.09.06	19:00:00	3921.04500	3939.47900	3908.58700	3922.26300	1801	0	391900
2021.09.06	20:00:00	3922.26300	3936.56900	3920.48500	3928.89700	1312	0	392900
2021.09.06	21:00:00	3928.89700	3945.87000	3920.95500	3943.52200	1315	0	392900
2021.09.06	22:00:00	3943.52200	3955.03100	3933.56200	3934.06200	1464	0	472600
2021.09.06	23:00:00	3934.06200	3948.28700	3922.15300	3947.90800	1304	0	394300
2021.09.07	00:00:00	3947.90800	3960.21500	3934.95100	3950.35500	1229	0	457100
2021.09.07	01:00:00	3950.35500	3964.43100	3929.44600	3936.04000	1939	0	394700
2021.09.07	02:00:00	3936.04000	3940.60500	3915.08100	3922.70300	1833	0	393100
2021.09.07	03:00:00	3922.70300	3928.10700	3884.52100	3895.71000	2129	0	389000
2021.09.07	04:00:00	3895.71000	3914.85100	3886.10000	3914.34100	1603	0	389500
2021.09.07	05:00:00	3914.34100	3942.79300	3914.08200	3929.12600	1671	0	394000
2021.09.07	06:00:00	3929.12600	3933.43200	3904.46100	3909.74600	1539	0	405500
2021.09.07	07:00:00	3909.74600	3932.05400	3899.21600	3913.18200	1545	0	391700
2021.09.07	08:00:00	3913.08300	3921.36400	3902.59300	3918.01800	1457	0	453800
2021.09.07	09:00:00	3918.01800	3927.85800	3895.08100	3895.08100	1689	0	416800
2021.09.07	10:00:00	3895.08100	3902.03400	3876.78600	3879.96600	2341	0	388100
2021.09.07	11:00:00	3879.95600	3879.95600	3733.27100	3752.37300	9579	0	374500
2021.09.07	12:00:00	3752.37300	3781.20500	3671.85100	3709.59600	5282	0	367900
2021.09.07	13:00:00	3709.59600	3774.61100	3707.28900	3763.18800	4671	0	373700
2021.09.07	14:00:00	3763.18800	3766.81500	3741.72800	3747.12500	4466	0	37400
2021.09.07	15:00:00	3747.12500	3761.54100	3710.02600	3752.06100	2100	0	37100
2021.09.07	16:00:00	3752.06100	3773.15600	3725.36800	3727.76700	1582	0	37300
2021.09.07	17:00:00	3727.76700	3747.16200	3411.94000	3411.94000	6980	0	34100
2021.09.07	18:00:00	3411.85700	3498.94300	3000.56800	3375.15000	16762	0	30100
2021.09.07	19:00:00	3375.14900	3558.64900	3375.14900	3465.81800	4115	0	67200
2021.09.07	20:00:00	3465.81800	3565.11600	3407.02100	3422.01000	3872	0	68300
2021.09.07	21:00:00	3421.31000	3476.82200	3340.96400	3446.88500	8710	0	67000
2021.09.07	22:00:00	3446.88500	3474.98900	3401.25800	3410.14700	11975	0	68100
2021.09.07	23:00:00	3410.14700	3454.53600	3361.22800	3413.80900	5564	0	67200
2021.09.08	00:00:00	3413.80900	3425.96800	3319.41300	3374.25600	4989	0	66500
2021.09.08	01:00:00	3374.80900	3450.37800	3339.08500	3436.42300	9926	0	66800
2021.09.08	02:00:00	3436.42300	3460.89700	3383.87700	3433.02400	9875	0	67700
2021.09.08	03:00:00	3433.38800	3465.45100	3376.31100	3459.03900	8431	0	67700
2021.09.08	04:00:00	3459.03900	3527.89700	3426.21200	3523.31800	7767	0	68500
2021.09.08	05:00:00	3523.31800	3541.53100	3491.15100	3496.65100	9023	0	69800
2021.09.08	06:00:00	3496.65100	3504.31400	3404.14700	3427.91500	4018	0	68300
2021.09.08	07:00:00	3427.91500	3477.87000	3413.97200	3436.12100	2913	0	68300
2021.09.08	08:00:00	3436.53000	3480.30800	3405.02600	3409.48400	2964	0	68300
2021.09.08	09:00:00	3409.48400	3434.97300	3280.87100	3292.75300	8239	0	65800
2021.09.08	10:00:00	3292.75300	3344.83600	3251.98300	3256.58000	7629	0	65100
2021.09.08	11:00:00	3256.18100	3371.34600	3213.37200	3360.29900	10677	0	64300
2021.09.08	12:00:00	3360.29900	3389.76200	3332.30500	3370.53600	4945	0	66600
2021.09.08	13:00:00	3370.53600	3400.09200	3314.22100	3390.20700	4632	0	66300
2021.09.08	14:00:00	3390.20700	3449.53700	3369.23800	3403.38700	4348	0	67600
2021.09.08	15:00:00	3403.18700	3449.33700	3391.20500	3400.49100	3747	0	67900
2021.09.08	16:00:00	3400.49100	3441.33000	3356.95700	3402.68800	4991	0	67200
2021.09.08	17:00:00	3402.68800	3418.84500	3349.36800	3373.53200	3952	0	67100
2021.09.08	18:00:00	3373.53200	3435.54000	3370.93600	3414.64600	4452	0	68600
2021.09.08	19:00:00	3414.64600	3496.10100	3395.09900	3486.48500	3502	0	68400
2021.09.08	20:00:00	3485.89600	3487.95500	3446.37500	3477.47000	3116	0	68900
2021.09.08	21:00:00	3477.47000	3532.97200	3463.88700	3532.97200	2950	0	69400
2021.09.08	22:00:00	3532.97200	3542.18300	3505.27600	3521.37800	2900	0	70200
2021.09.08	23:00:00	3521.37800	3522.22800	3456.66000	3469.07400	3162	0	69200
2021.09.09	00:00:00	3469.07400	3489.23400	3440.88800	3457.66000	2042	0	68800
2021.09.09	01:00:00	3457.66000	3557.82000	3450.27400	3535.31500	3139	0	69100
2021.09.09	02:00:00	3535.31500	3549.31200	3478.43000	3498.12500	3079	0	69700
2021.09.09	03:00:00	3498.12500	3520.41900	3459.43400	3514.62100	3406	0	69400
2021.09.09	04:00:00	3514.62100	3514.62100	3462.33400	3491.62600	2011	0	69300
2021.09.09	05:00:00	3491.62600	3514.42100	3443.53800	3446.73800	2015	0	68900
2021.09.09	06:00:00	3446.73800	3473.63100	3425.04300	3469.13200	2683	0	68600
2021.09.09	07:00:00	3469.13200	3497.72500	3462.33400	3483.72800	1941	0	69300
2021.09.09	08:00:00	3483.72800	3508.32200	3473.33100	3505.32300	1372	0	69500
2021.09.09	09:00:00	3505.32300	3513.02100	3479.32900	3487.02800	1303	0	69600
2021.09.09	10:00:00	3486.72800	3506.42300	3454.03600	3498.72500	1882	0	69100
2021.09.09	11:00:00	3498.72500	3564.91600	3486.12800	3526.71500	2619	0	69800
2021.09.09	12:00:00	3526.71500	3534.55100	3495.18100	3495.22100	2284	0	69900
2021.09.09	13:00:00	3495.24100	3500.10900	3449.61400	3468.14500	3013	0	69000
2021.09.09	14:00:00	3468.14500	3487.40500	3459.72900	3478.24000	2208	0	69500
2021.09.09	15:00:00	3478.24000	3519.60900	3390.67300	3489.24400	4309	0	67800
2021.09.09	16:00:00	3489.24400	3552.53200	3485.96600	3511.64300	3321	0	70100
2021.09.09	17:00:00	3511.12300	3549.59400	3509.88400	3521.55800	2547	0	70400
2021.09.09	18:00:00	3521.55800	3536.62000	3498.66900	3521.41800	2575	0	70200
2021.09.09	19:00:00	3521.89800	3555.16100	3503.96700	3539.38900	2693	0	70100
2021.09.09	20:00:00	3539.38900	3551.21300	3511.00300	3512.78200	2597	0	70300
2021.09.09	21:00:00	3512.78200	3519.61700	3459.52900	3470.48300	3171	0	69200
2021.09.09	22:00:00	3470.48300	3483.88700	3449.19400	3462.76700	2534	0	69000
2021.09.09	23:00:00	3462.76700	3478.25000	3425.24600	3429.93400	2976	0	68500
